Device,Max Clients,Unique Clients,Buildings
Hemenway 200,2,4,Hemenway Hall
Hemenway 201,5,39,Hemenway Hall
Miller 2,2,6,Miller Hall
Hemenway 101A,1,8,Hemenway Hall
Hemenway 212A,4,27,Hemenway Hall
Hemenway 214 Hallway,1,7,Hemenway Hall
Hemenway 233A,1,25,Hemenway Hall
Miller 10,1,4,Miller Hall
Miller 110,1,4,Miller Hall
Miller 208,1,4,Miller Hall
Hemenway 110,2,22,Hemenway Hall
Miller 201,0,1,Miller Hall
Miller 101 Mauka,1,13,Miller Hall
Hemenway 200D,2,4,Hemenway Hall
Hemenway 200C,2,17,Hemenway Hall
Miller 204,1,14,Miller Hall
Hemenway 204,3,59,Hemenway Hall
Miller 201G Hallway,2,2,Miller Hall
Hemenway 202EC,4,8,Hemenway Hall
Hemenway 215,3,4,Hemenway Hall
Miller 3,1,14,Miller Hall
Hemenway 200AAA,0,6,Hemenway Hall
Hemenway 220,4,24,Hemenway Hall
Miller 107,0,4,Miller Hall
Sinclair Basement Break Room,3,11,Sinclair Library
RecCtr C101 Mauka,3,15,Warrior Recreational Center
Bachman Annex 6,3,31,Bachman Hall
Sinclair 116,12,35,Sinclair Library
Sinclair 303 Music Collection,4,12,Sinclair Library
Miller 103,2,5,Miller Hall
Campus Center 208,3,15,Campus Center
RecCtr Gym Mauka2,3,22,Warrior Recreational Center
Bachman 209,2,21,Bachman Hall
Sinclair Basement 1H Hallway,1,2,Sinclair Library
Sinclair Basement 1L Hallway,3,6,Sinclair Library
Hemenway Bale (Courtyard),2,9,Hemenway Hall
Campus Center 300B Mauka,0,0,Campus Center
Bachman 202E,3,10,Bachman Hall
Bachman 201,2,3,Bachman Hall
Bachman 113,1,7,Bachman Hall
Bachman 109J,3,8,Bachman Hall
Bachman 204A,1,1,Bachman Hall
Bachman 102A,0,8,Bachman Hall
RecCtr 2nd Fl Fitness Rm Mauka/DH,2,18,Warrior Recreational Center
Bachman 205 Hallway,2,10,Bachman Hall
Campus Center 105-Stir Fresh,8,35,Campus Center
Bachman 110,2,7,Bachman Hall
RecCtr A103 Lobby,2,34,Warrior Recreational Center
BachAnx 11-2,2,7,Bachman Hall
Sinclair Basement 1X Hallway,4,19,Sinclair Library
Campus Center 121G (Bks Sales Office),12,42,Campus Center
Miller 11,0,1,Miller Hall
Sinclair Mezzanine 2,2,9,Sinclair Library
Sinclair 135,7,14,Sinclair Library
Sinclair Annex 2 RM 4D,1,15,Sinclair Annexes
Campus Center 313,1,13,Campus Center
Bachman Annex 13 Rm 1,1,20,Bachman Hall
RecCtr Track Mauka2,1,11,Warrior Recreational Center
Hemenway 107 DH,2,3,Hemenway Hall
Bachman Annex 12 Rm 6,1,3,Bachman Hall
Bachman Annex 9 Rm 6,3,18,Bachman Hall
Campus Center 316 Mauka,1,15,Campus Center
Campus Center Ballroom Mauka,0,0,Campus Center
Miller 7,2,12,Miller Hall
Campus Center 203B-Mtg RM-Ctr,4,31,Campus Center
Sinclair 310 AV Center DH,0,4,Sinclair Library
RecCtr Track Makai3,1,17,Warrior Recreational Center
RecCtr Gym Makai3,1,3,Warrior Recreational Center
Sinclair 501 DH,0,3,Sinclair Library
Bachman 101C,1,3,Bachman Hall
Bachman Annex 12 Rm 3,2,18,Bachman Hall
Campus Center 121 Bookstore Makai Ewa,9,73,Campus Center
Sinclair Basement 1V Hallway,5,18,Sinclair Library
Hemenway 107 Ewa,1,1,Hemenway Hall
Hemenway 101,1,22,Hemenway Hall
RecCtr A218,0,5,Warrior Recreational Center
Bachman Annex 10 Rm 1,4,5,Bachman Hall
Sinclair Mezzanine 1,2,8,Sinclair Library
Campus Center 121 (Bks School Supplies),5,54,Campus Center
RecCtr A115 Mens Locker Rm,2,7,Warrior Recreational Center
Bachman 105,1,1,Bachman Hall
Bachman 101,0,4,Bachman Hall
Sinclair Study Area Ewa,15,42,Sinclair Library
Campus Center UHFCU,5,82,Campus Center
Bachman 105F Hallway,1,7,Bachman Hall
RecCtr Gym DH2,2,13,Warrior Recreational Center
RecCtr Gym Makai1,0,2,Warrior Recreational Center
Campus Center 211C,2,24,Campus Center
Campus Center - 4th Fl Projection RM,0,0,Campus Center
Sinclair Annex 1 RM 7,1,26,Sinclair Annexes
Sinclair 202 Asia DH,0,3,Sinclair Library
Campus Center 300B Makai,0,0,Campus Center
Bachman 112B Hallway,7,22,Bachman Hall
Sinclair Circulation Area,5,20,Sinclair Library
Sinclair 306 AV Center,3,3,Sinclair Library
Bachman 207,1,3,Bachman Hall
Bachman 110E,2,21,Bachman Hall
Sinclair 202 Mauka,1,7,Sinclair Library
Campus Center 312,4,23,Campus Center
Campus Center 209,2,14,Campus Center
Sinclair 107,6,38,Sinclair Library
Miller 101 Makai,2,21,Miller Hall
Campus Center Ballroom Makai,0,0,Campus Center
Campus Center 316 Makai,1,18,Campus Center
Bookstore Warehouse Makai,7,19,Admin Services/Bookstore Warehouse
Sinclair Basement 4 Hallway,3,22,Sinclair Library
ParkingKioskBachman,2,10,Bachman Hall
RecCtr Track Makai1,1,7,Warrior Recreational Center
Sinclair Heritage Reading Room,6,39,Sinclair Library
Miller 1,1,3,Miller Hall
Bachman Annex #2,5,17,Bachman Hall
Campus Center 204C DH,1,5,Campus Center
Bachman 202B,1,1,Bachman Hall
Sinclair Basement 4B Hallway,2,11,Sinclair Library
Miller 12,1,3,Miller Hall
RecCtr 2nd Fl Fitness Rm Makai/DH,3,14,Warrior Recreational Center
Sinclair 202 Study Area,2,7,Sinclair Library
RecCtr 1st Fl Fitness Rm,2,11,Warrior Recreational Center
StarBucks Lobby Area,4,56,Campus Center
StarBucks East Enclosure,22,279,Campus Center
Admin Service 1 102,2,13,Admin Services/Bookstore Warehouse
Campus Center 204C Ewa,7,34,Campus Center
RecCtr C101 Makai,3,7,Warrior Recreational Center
RecCtr Gym Makai2,1,3,Warrior Recreational Center
RecCtr A102 Lobby,2,16,Warrior Recreational Center
Sinclair 309 Ewa Corner,4,10,Sinclair Library
Campus Center 211A,4,21,Campus Center
Campus Center 212C,10,46,Campus Center
Sinclair 201 Hallway,1,3,Sinclair Library
RecCtr 1st Fl Fitness Rm DH,2,15,Warrior Recreational Center
StarBucks West Enclosure,4,94,Campus Center
Sinclair 202 Ewa,1,3,Sinclair Library
Bachman Annex 9 Rm 3,3,15,Bachman Hall
Campus Center 121-Bookstore Receiving,10,28,Campus Center
RecCtr Track Mauka3,1,5,Warrior Recreational Center
Campus Center 117-Game Room,11,54,Campus Center
Campus Center 203C Hallway,7,44,Campus Center
RecCtr 2nd Fl Fitness Rm Mauka,1,10,Warrior Recreational Center
Lincoln Annex 6,6,29,Lincoln Hall Annexes
Campus Center 216,3,64,Campus Center
RecCtr Gym DH1,3,17,Warrior Recreational Center
ITC 601 Cubicle 617,1,1,ITC
ITC 601 Cubicle 603,2,2,ITC
ITC 601 Cubicle 607,1,2,ITC
ITC 411 Cafe,5,12,ITC
RecCtr Gym Mauka3,1,7,Warrior Recreational Center
Campus Center 202A-Exec Dine Hallway,0,1,Campus Center
RecCtr A109 Womens Locker Rm,2,3,Warrior Recreational Center
Sinclair Basement 1B,1,2,Sinclair Library
RecCtr Track Makai2,1,10,Warrior Recreational Center
Bachman 109H,3,10,Bachman Hall
Campus Center 208L Conf Rm,2,8,Campus Center
RecCtr 2nd Fl Fitness Rm Mauka/Ewa,1,13,Warrior Recreational Center
RecCtr Gym Ewa1,2,20,Warrior Recreational Center
Sinclair 107B,0,0,Sinclair Library
Bachman Annex 13 Rm 9,1,9,Bachman Hall
Sinclair 106,1,11,Sinclair Library
Sinclair 126 Hallway,2,15,Sinclair Library
Hemenway Bale (DH),2,14,Hemenway Hall
Sinclair Annex 2 RM 1,2,21,Sinclair Annexes
Campus Center 121 Bookstore DH Makai,10,108,Campus Center
Sinclair 304,2,7,Sinclair Library
RecCtr 2nd Fl Fitness Rm Makai/Ewa,4,17,Warrior Recreational Center
Sinclair Basement 1P Hallway,7,16,Sinclair Library
Sinclair 129,1,2,Sinclair Library
RecCtr A117 Laundry Rm,7,13,Warrior Recreational Center
RecCtr 1st Fl Fitness Rm Ewa,2,15,Warrior Recreational Center
RecCtr Track Mauka1,2,13,Warrior Recreational Center
Bookstore Warehouse Mauka,4,8,Admin Services/Bookstore Warehouse
StarBucks South Enclosure,9,112,Campus Center
RecCtr A101 Entrance,8,43,Warrior Recreational Center
RecCtr 2nd Fl Fitness Rm Makai,2,74,Warrior Recreational Center
RecCtr Gym Mauka1,1,5,Warrior Recreational Center
Dean Hall RM 9A,2,5,Dean Hall
Murakami 114,0,1,Murakami
Murakami 103A,2,3,Murakami
Murakami 103C,4,5,Murakami
Murakami 2nd Fl Mauka Bathroom,1,1,Murakami
Murakami 2nd Fl Makai Stairs,0,3,Murakami
Murakami 2nd Fl Makai Bathroom,0,0,Murakami
Murakami 2nd Fl Mauka Stairs,0,2,Murakami
Murakami 121C Academic Center,0,1,Murakami
Murakami 401 Press Box,0,0,Murakami
Murakami 303 Hospitality RM,0,0,Murakami
Murakami 201,0,1,Murakami
Murakami 106,0,1,Murakami
Anuenue Front Desk,1,10,Anuenue
Lower Campus 3 - 5,5,22,Lower Campus
PhyPlant193-1,6,33,Physical Plant
PhyPlant193-5 DH,5,19,Physical Plant
PhyPlant193 113 Hallway,1,16,Physical Plant
PhyPlant193 102A,5,13,Physical Plant
PhyPlant193 110 Hallway,4,10,Physical Plant
Laulima RLC Apt,1,7,Hale Laulima
PhyPlant193 101,5,10,Physical Plant
Dean Hall 202,3,20,Dean Hall
Temp KHET Studio,0,0,KHET Building
KHET M2 Hallway,1,4,KHET Building
Lehua Front Desk (105),4,54,Lehua
Lokelani 806A,5,15,Lokelani
KHET 101,1,1,KHET Building
St John 015,1,4,St. John
St John 011 Ewa,0,5,St. John
Lehua 1206A IDF,4,10,Lehua
Ilima 1206,1,6,Ilima
Ilima 1006,2,5,Ilima
Ilima 806,2,10,Ilima
Ilima 606,1,12,Ilima
Lokelani 1206A,1,7,Lokelani
Lokelani 1006A,3,12,Lokelani
Lokelani 606A,3,8,Lokelani
Lokelani 406A,2,14,Lokelani
Ilima 406,1,8,Ilima
Lehua 1006A,1,13,Lehua
Lehua 606A IDF,2,12,Lehua
Lehua 806A IDF,1,6,Lehua
Frear D 511X IDF,0,0,Frear
Frear Q 238X IDF,1,18,Frear
Frear Q 538X IDF,2,25,Frear
Frear D 211X IDF,3,5,Frear
Frear D 811X IDF,0,0,Frear
Frear Q 838X IDF,0,4,Frear
Frear D 1111X IDF,0,1,Frear
Frear Q 1138X IDF,1,15,Frear
CBA E402 Mauka,3,8,Shidler CBA
CBA E402 Makai,1,3,Shidler CBA
Biomed C105MC,1,4,Biomed
Biomed B102B,0,3,Biomed
Biomed B102C,2,4,Biomed
Biomed B102F,0,0,Biomed
Biomed B101 Hallway,0,0,Biomed
Biomed B204,0,0,Biomed
Biomed B207,0,1,Biomed
Biomed B209,1,1,Biomed
Biomed B206,2,12,Biomed
Biomed B205,1,7,Biomed
Biomed B103 Makai,0,0,Biomed
Biomed B208,1,1,Biomed
Biomed B210,0,2,Biomed
Biomed B104,2,6,Biomed
Biomed B107,3,7,Biomed
Biomed B203,0,0,Biomed
Biomed B101A Hallway,0,1,Biomed
Biomed B103 Ewa,1,1,Biomed
Transportation Portable 4,3,8,Transportation Portables
Biomed C105,2,4,Biomed
Biomed C107,0,1,Biomed
Biomed C210,0,6,Biomed
Biomed C201,1,4,Biomed
Biomed C104,0,2,Biomed
Biomed C206,2,3,Biomed
Biomed C203,4,6,Biomed
Biomed C208,1,5,Biomed
Biomed C105CA,0,5,Biomed
Biomed C105E,0,3,Biomed
Biomed C105G Hallway,1,3,Biomed
Biomed C106A,0,0,Biomed
Biomed C105J,1,2,Biomed
Biomed C207D Hallway,1,9,Biomed
Biomed C209,1,6,Biomed
Biomed C205,2,8,Biomed
Biomed C102,0,4,Biomed
Athletics 335,3,7,Athletics
Athletics 334 Hallway,4,9,Athletics
Athletics 361 Hallway,4,8,Athletics
Athletics 363 Hallway,4,21,Athletics
PhyPlant 193B - 2 Hallway,2,7,Physical Plant
PhyPlant 193B - 7 Hallway,4,16,Physical Plant
PhyPlant 193B - 1,2,18,Physical Plant
AgSci 105 Hallway,2,5,Ag. Science
Lokelani Front Desk (105),5,42,Lokelani
Mokihana Front Desk (105),3,24,Mokihana
HA Cafeteria Test,2,9,Hale Aloha Cafe
George 202,2,5,George Hall
CBA D102,0,1,Shidler CBA
Law School 132 Mauka,0,1,Law School
Ilima Front Desk (105),2,25,Ilima
St John 109,1,8,St. John
Athletics 136T,1,9,Athletics
Frear D 508H,7,19,Frear
Frear D 308H,4,13,Frear
Frear D 708H,6,13,Frear
Frear D 908H,1,2,Frear
Saunders 109,0,0,Saunders Hall
LowerCampus171F-123 Hallway,0,2,Building 171F
LowerCampus171F-101 Library,1,1,Building 171F
LowerCampus171F-117 Hallway,1,1,Building 171F
LowerCampus171F-111 Hallway,3,4,Building 171F
LowerCampus171F Lobby,1,14,Building 171F
LowerCampus171F-104 Hallway,1,11,Building 171F
LowerCampus171F-130 Hallway,1,5,Building 171F
Saunders 112,0,0,Saunders Hall
Saunders 114,1,2,Saunders Hall
Saunders 119,1,10,Saunders Hall
Saunders 107 Makai,1,1,Saunders Hall
Saunders 107 Mauka,1,4,Saunders Hall
Saunders 105,1,4,Saunders Hall
Saunders 107H,0,3,Saunders Hall
Saunders 107D,2,7,Saunders Hall
Saunders 116,0,1,Saunders Hall
Saunders 108,1,1,Saunders Hall
Lokelani 1164,5,12,Lokelani
PhyPlant195 203A,3,3,Physical Plant
Johnson Hall B 229,6,9,Johnson
Saunders 213,1,5,Saunders Hall
Saunders 229,1,13,Saunders Hall
Saunders 216,1,7,Saunders Hall
Dean Hall 4,0,0,Dean Hall
Saunders 238,0,0,Saunders Hall
Saunders 244,0,0,Saunders Hall
Saunders 333,0,6,Saunders Hall
Saunders 339,0,0,Saunders Hall
Saunders 243,0,0,Saunders Hall
CBA C101 Ewa,2,7,Shidler CBA
CBA C101 DH,1,4,Shidler CBA
Saunders 241,0,0,Saunders Hall
Saunders 240,0,0,Saunders Hall
Saunders 248,2,15,Saunders Hall
Saunders 205,0,10,Saunders Hall
Saunders 208,0,7,Saunders Hall
Saunders 247,2,6,Saunders Hall
Saunders 221,3,7,Saunders Hall
Saunders 211,1,10,Saunders Hall
Saunders 226,3,12,Saunders Hall
Saunders 232,0,2,Saunders Hall
Saunders 219,0,3,Saunders Hall
Saunders 223,2,2,Saunders Hall
Saunders 218,1,9,Saunders Hall
Saunders 247B,0,0,Saunders Hall
CBA D106 Ewa,1,1,Shidler CBA
CBA D103 Mauka,0,4,Shidler CBA
CBA D101 Mauka,1,4,Shidler CBA
CBA D104 DH,0,0,Shidler CBA
CBA D103 Makai,1,5,Shidler CBA
CBA D106 DH,0,0,Shidler CBA
CBA D104 Ewa,0,1,Shidler CBA
CBA D101 Makai,1,3,Shidler CBA
Saunders 342,0,3,Saunders Hall
Saunders 304,1,9,Saunders Hall
Saunders 346A,0,2,Saunders Hall
Saunders 345,0,0,Saunders Hall
Saunders 341,0,0,Saunders Hall
Saunders 337,1,1,Saunders Hall
Saunders 306,0,5,Saunders Hall
Saunders 309,1,3,Saunders Hall
Saunders 346C,0,3,Saunders Hall
Saunders 346,2,2,Saunders Hall
Saunders 326,0,0,Saunders Hall
Saunders 312,0,4,Saunders Hall
Saunders 315,2,3,Saunders Hall
Saunders 321,0,0,Saunders Hall
Saunders 317,0,5,Saunders Hall
Saunders 319,0,0,Saunders Hall
Saunders 324,1,1,Saunders Hall
Saunders 310,1,5,Saunders Hall
Saunders 330,0,1,Saunders Hall
Saunders 328,2,4,Saunders Hall
Saunders 507,1,3,Saunders Hall
Saunders 504,1,7,Saunders Hall
Athletics 241 Makai Ewa,1,3,Athletics
Athletics 241 Makai DH,1,2,Athletics
Wainani F 602,1,5,Wainani
Wainani F 601,0,0,Wainani
Wainani F 401,7,8,Wainani
Wainani F 402,6,12,Wainani
Wainani F 404,1,2,Wainani
Wainani F 403,2,12,Wainani
Wainani F 405,4,14,Wainani
Sinclair 301 DH Makai,1,9,Sinclair Library
Sinclair 301 Ewa Mauka,5,7,Sinclair Library
Sinclair 301 Ewa Makai,3,4,Sinclair Library
Laulima 424T,5,6,Hale Laulima
Laulima FDO,0,0,Hale Laulima
Pamoa A-2,4,14,Campus Security
Murakami 153,1,1,Murakami
Frear Q 427A,2,4,Frear
Frear 804B,3,5,Frear
Frear 301C,3,4,Frear
Laulima 112,3,12,Hale Laulima
Frear D 1001C,0,0,Frear
Kahawai 416,3,6,Hale Kahawai
Anuenue 310,0,0,Anuenue
Anuenue 312,0,1,Anuenue
Anuenue 313,0,0,Anuenue
Anuenue 315,1,2,Anuenue
Anuenue 305,1,10,Anuenue
Anuenue 307,1,5,Anuenue
Anuenue 302,2,6,Anuenue
Anuenue 304,3,9,Anuenue
Anuenue 215,1,1,Anuenue
Anuenue 212,1,1,Anuenue
Anuenue 213,0,0,Anuenue
Anuenue 202,1,5,Anuenue
Anuenue 210,0,0,Anuenue
Anuenue 207,2,5,Anuenue
Anuenue 205,1,8,Anuenue
Anuenue 204,1,5,Anuenue
Anuenue 111,1,1,Anuenue
Anuenue 110,0,0,Anuenue
Anuenue 107,1,3,Anuenue
Anuenue 105,1,2,Anuenue
Anuenue 104,0,2,Anuenue
Lower Campus 4-7,6,15,Lower Campus
St John 011 Mauka,1,7,St. John
Parking Structure Storage Room,2,4,Parking Structure
Ilima 202LT,2,23,Ilima
Lehua 202T,4,71,Lehua
AgSci 220 Makai Ewa,3,9,Ag. Science
AgSci 204 Mauka Ewa,1,3,Ag. Science
CBA D105,1,3,Shidler CBA
CBA E202,1,4,Shidler CBA
CBA C103,2,7,Shidler CBA
CBA E203,0,2,Shidler CBA
Biomed T208,0,1,Biomed
Kamakakuokalani,0,5,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani Kanewai,1,5,Hawaiian Studies (Kamakakuokalani)
Stan Sheriff Court Lower JJ Tunnel,0,0,Stan Sheriff Center
Stan Sheriff Court Lower BB Tunnel,0,0,Stan Sheriff Center
Auxilliary Svcs 212A,1,2,Auxiliary Services
Auxilliary Svcs 201,3,3,Auxiliary Services
Auxilliary Svcs 203,0,2,Auxiliary Services
Auxilliary Svcs 202,0,2,Auxiliary Services
Auxilliary Svcs 200B,3,6,Auxiliary Services
Auxilliary Svcs 212,2,7,Auxiliary Services
Auxilliary Svcs 208,0,3,Auxiliary Services
Auxilliary Svcs 206,0,3,Auxiliary Services
Auxilliary Svcs 124,2,5,Auxiliary Services
Auxilliary Svcs 103,4,6,Auxiliary Services
Auxilliary Svcs 108A,1,4,Auxiliary Services
Auxilliary Svcs 102,5,7,Auxiliary Services
Campus Center 105A Dining,0,10,Campus Center
Campus Center 307,1,16,Campus Center
Campus Center 309,0,0,Campus Center
Campus Center 310,0,1,Campus Center
Campus Center 308,1,8,Campus Center
Campus Center 105C Dining,1,12,Campus Center
Campus Center 203D,0,1,Campus Center
Campus Center 204B Dining Makai,0,1,Campus Center
Crawford 115 Mauka,0,1,Crawford Hall
Crawford 115 DH,1,1,Crawford Hall
Frear D 1105,0,0,Frear
Campus Center 202-A Exec Dine,1,8,Campus Center
Saunders 242,0,3,Saunders Hall
Gilmore 514,3,5,Gilmore
Music 7,1,3,Music
Music 9,2,4,Music
Kamakakuokalani 108B,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 108 Exterior,0,0,Hawaiian Studies (Kamakakuokalani)
Biomed B101AAA,1,1,Biomed
Biomed T101 Hallway,1,10,Biomed
Ilima 536,7,13,Ilima
St John 411B,3,3,St. John
St John 415,1,3,St. John
St John 412,2,4,St. John
Admin Services 2 BET,1,3,Admin Services/Bookstore Warehouse
St John A300C,2,13,St. John
Admin Services 2 Parking Ofc,3,6,Admin Services/Bookstore Warehouse
Admin Services 2 100 Mauka,1,3,Admin Services/Bookstore Warehouse
Admin Services 2 100 Ewa,1,6,Admin Services/Bookstore Warehouse
St John 402A,1,2,St. John
Admin Services 2 100 Makai,0,0,Admin Services/Bookstore Warehouse
St John 409,2,4,St. John
Admin Services 2 102 Hallway,1,12,Admin Services/Bookstore Warehouse
St John 408,0,0,St. John
St John 410,0,2,St. John
Admin Services 2 103,1,4,Admin Services/Bookstore Warehouse
St John 405B,1,2,St. John
St John 312 Hallway,5,10,St. John
St John 307,5,14,St. John
St John 303,3,6,St. John
St John 403 Hallway,0,0,St. John
St John 417 Hallway,2,4,St. John
Frear D 304B,3,7,Frear
Frear D 510A,12,27,Frear
Frear D 701H,4,5,Frear
Frear D 501C,6,7,Frear
Frear D 404B,3,5,Frear
George 227 Makai DH,0,0,George Hall
George 227 Mauka DH,0,1,George Hall
Frear D 1209,2,2,Frear
Frear D 605,5,11,Frear
Frear D 409,1,7,Frear
Frear D 406B,3,4,Frear
Frear D 206B,0,0,Frear
Frear D 205,5,7,Frear
Frear D 709,2,3,Frear
Frear D 1009,0,0,Frear
Frear D 405,6,11,Frear
Frear D 108H,2,5,Frear
Frear Q 1223H,0,0,Frear
Frear Q 1127H,1,2,Frear
Frear Q 1227H,2,4,Frear
Frear Q 1123H,1,1,Frear
Frear Q 1023H,0,0,Frear
Frear Q 923H,0,0,Frear
Frear Q 1027H,0,1,Frear
Frear Q 927H,1,2,Frear
Frear Q 823H,0,0,Frear
Frear Q 827H,0,4,Frear
Frear Q 723H,0,0,Frear
Frear Q 727H,0,3,Frear
Frear Q 623H,6,10,Frear
Frear Q 527H,7,20,Frear
Frear Q 627H,6,20,Frear
Frear Q 523H,2,3,Frear
Frear Q 423H,5,6,Frear
Frear Q 427H,10,25,Frear
Frear Q 323H,7,8,Frear
Frear Q 327H,8,22,Frear
Frear Q 230,5,9,Frear
Frear D 103H,0,1,Frear
Frear D 109,0,4,Frear
Frear D 805,6,9,Frear
Frear D 609,2,4,Frear
Frear D 1005,0,0,Frear
Frear D 909,0,0,Frear
Frear D 1205,1,1,Frear
Frear D 1106B,0,0,Frear
Frear D 1206B,0,0,Frear
Frear D 906B,0,0,Frear
Frear D 706B,1,1,Frear
Frear D 806B,3,4,Frear
Frear D 606B,4,5,Frear
Frear D 1006B,0,0,Frear
Frear D 506B,2,3,Frear
Frear D 106B,0,0,Frear
Frear D 306B,5,5,Frear
Frear D 309,2,3,Frear
Frear Q 223H,5,9,Frear
Johnson Hall B Conference,6,11,Johnson
Frear Q 830,7,9,Frear
CBA G103 Makai,0,5,Shidler CBA
Dean Hall 2B,4,29,Dean Hall
Johnson Hall A 113,4,6,Johnson
Kahawai 3C,4,7,Hale Kahawai
Johnson Hall B 128,2,9,Johnson
Mokihana 1178,2,4,Mokihana
Sherman 233 Hallway,1,9,Sherman Laboratory
Sherman 115 Hallway,1,5,Sherman Laboratory
Sherman 106 Hallway,1,4,Sherman Laboratory
Sherman 222 Hallway,4,7,Sherman Laboratory
Sherman 237A Hallway,1,4,Sherman Laboratory
Sherman 215 Hallway,1,6,Sherman Laboratory
Sherman 103 Hallway,3,5,Sherman Laboratory
Sherman 111 Hallway,3,9,Sherman Laboratory
Sherman 228 Hallway,0,2,Sherman Laboratory
Sherman 207 Hallway,1,2,Sherman Laboratory
Sherman 202,1,8,Sherman Laboratory
Sherman 212 Hallway,2,3,Sherman Laboratory
Sherman 131 Hallway,1,7,Sherman Laboratory
Sherman 121 Hallway,2,7,Sherman Laboratory
Athletics 241 Mauka Ewa,0,0,Athletics
Saunders 442,1,6,Saunders Hall
Saunders 415,1,8,Saunders Hall
Saunders 413,1,2,Saunders Hall
Saunders 411,0,1,Saunders Hall
Saunders 408,0,1,Saunders Hall
Saunders 405,0,0,Saunders Hall
Saunders 433,0,0,Saunders Hall
Saunders 417,1,1,Saunders Hall
Saunders 431,1,2,Saunders Hall
Saunders 422,0,0,Saunders Hall
Saunders 420,0,0,Saunders Hall
Saunders 425,0,0,Saunders Hall
Saunders 443,2,2,Saunders Hall
Saunders 441,0,1,Saunders Hall
Saunders 446,0,3,Saunders Hall
Saunders 445,0,0,Saunders Hall
Saunders 445B,1,3,Saunders Hall
Saunders 435,0,0,Saunders Hall
Saunders 542,0,3,Saunders Hall
Saunders 509,1,4,Saunders Hall
Saunders 542B,0,0,Saunders Hall
Saunders 539,0,1,Saunders Hall
Saunders 534A,0,2,Saunders Hall
Saunders 530,1,5,Saunders Hall
Saunders 540,1,2,Saunders Hall
Saunders 532,0,2,Saunders Hall
Saunders 528,3,11,Saunders Hall
Johnson Hall A 208,3,4,Johnson
Johnson Hall A 205,6,15,Johnson
Johnson Hall A 214,5,13,Johnson
Johnson Hall A 209,0,2,Johnson
Johnson Hall A 211,3,4,Johnson
Johnson Hall A 206,2,2,Johnson
Johnson Hall A 216,6,14,Johnson
Johnson Hall A 212,2,13,Johnson
Johnson Hall A 203,2,39,Johnson
Johnson Hall A 201,2,10,Johnson
Johnson Hall A 115,11,15,Johnson
Johnson Hall A 110,4,9,Johnson
Johnson Hall A 310,0,0,Johnson
Johnson Hall A 304,1,12,Johnson
Johnson Hall A 302,3,7,Johnson
Johnson Hall A 313,3,18,Johnson
Johnson Hall A 315,1,2,Johnson
Johnson Hall A 307,0,0,Johnson
Johnson Hall B 121,5,15,Johnson
Johnson Hall B 134,4,10,Johnson
Johnson Hall B 119,2,10,Johnson
Johnson Hall B 132,5,27,Johnson
Johnson Hall B 125,2,13,Johnson
Johnson Hall B 220,7,12,Johnson
Johnson Hall B 224,3,6,Johnson
Johnson Hall B 227,0,6,Johnson
Johnson Hall B 223,2,3,Johnson
Johnson Hall B 217,4,12,Johnson
Johnson Hall B 226,4,9,Johnson
Johnson Hall B 230,4,10,Johnson
Johnson Hall B 222,7,9,Johnson
Johnson Hall B 233,4,13,Johnson
Johnson Hall B 236,8,18,Johnson
Johnson Hall B 231,4,39,Johnson
Johnson Hall B 334,4,12,Johnson
Johnson Hall B 328,1,6,Johnson
Johnson Hall B 332,3,30,Johnson
Johnson Hall B 319,6,31,Johnson
Johnson Hall B 325,1,5,Johnson
Johnson Hall B 321,5,15,Johnson
Mokihana 480,8,14,Mokihana
Saunders 524,3,4,Saunders Hall
Saunders 514,2,10,Saunders Hall
Law Library A118,2,2,Law Library
Law Library A119,0,0,Law Library
Law Library A105/A121 wall,3,67,Law Library
Law Library A120,1,7,Law Library
Law School 128 Mauka,0,0,Law School
Law School 130 Makai DH,0,0,Law School
Law School 132 Makai DH,0,0,Law School
Law School 132 Makai Ewa,0,0,Law School
Law School 130 Makai Ewa,0,0,Law School
Law School 130 Mauka Ewa,0,0,Law School
Law School 130 Mauka DH,0,0,Law School
Law Library A105 Makai DH,1,23,Law Library
Law Library A106,2,3,Law Library
Law Library A105 Mauka Center,2,83,Law Library
George 112,1,3,George Hall
George 113B,0,2,George Hall
George 103,1,4,George Hall
George 114,3,5,George Hall
George 106B,0,0,George Hall
George 226,1,4,George Hall
George 321 Hallway,0,0,George Hall
George 326 Hallway,2,2,George Hall
Law School 128 Makai,0,0,Law School
George 227 Makai Ewa,0,1,George Hall
George 227 Mauka Ewa,0,1,George Hall
George 344 Hallway,1,3,George Hall
George 225 Hallway,1,3,George Hall
George 346,2,4,George Hall
George 211,0,2,George Hall
George 206 Hallway,1,3,George Hall
George 215,1,6,George Hall
George 212,0,0,George Hall
George 214,0,3,George Hall
George 316 Hallway,1,1,George Hall
George 308 Hallway,0,1,George Hall
George 313 Hallway,1,2,George Hall
George 222 Hallway,0,4,George Hall
George 203 Hallway,2,3,George Hall
George 304 Hallway,1,2,George Hall
Parking Kiosk Maile Way,1,13,Entrance Kiosks
QLCSS 212E Hallway,1,3,QLCSS
QLCSS 312UC Hallway,3,14,QLCSS
QLCSS 206BD Hallway,1,1,QLCSS
