Device,Max Clients,Unique Clients,Buildings
Frear D 1105,0,0,Frear
Campus Center 202-A Exec Dine,0,0,Campus Center
Saunders 242,0,2,Saunders Hall
Gilmore 514,0,0,Gilmore
Music 7,1,1,Music
Music 9,1,1,Music
Kamakakuokalani 108B,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 108 Exterior,0,0,Hawaiian Studies (Kamakakuokalani)
Biomed B101AAA,0,0,Biomed
Biomed T101 Hallway,0,1,Biomed
Ilima 536,4,7,Ilima
St John 411B,0,0,St. John
St John 415,0,0,St. John
St John 412,0,0,St. John
Admin Services 2 BET,0,0,Admin Services/Bookstore Warehouse
St John A300C,0,1,St. John
Admin Services 2 Parking Ofc,0,0,Admin Services/Bookstore Warehouse
Admin Services 2 100 Mauka,1,1,Admin Services/Bookstore Warehouse
Admin Services 2 100 Ewa,0,0,Admin Services/Bookstore Warehouse
St John 402A,0,1,St. John
Admin Services 2 100 Makai,0,0,Admin Services/Bookstore Warehouse
St John 409,0,0,St. John
Admin Services 2 102 Hallway,0,0,Admin Services/Bookstore Warehouse
St John 408,0,0,St. John
St John 410,0,0,St. John
Admin Services 2 103,1,1,Admin Services/Bookstore Warehouse
St John 405B,1,1,St. John
St John 312 Hallway,2,2,St. John
St John 307,1,1,St. John
St John 303,0,0,St. John
St John 403 Hallway,0,0,St. John
St John 417 Hallway,0,0,St. John
Frear D 304B,1,2,Frear
Frear D 510A,7,8,Frear
Frear D 701H,2,2,Frear
Frear D 501C,5,5,Frear
Frear D 404B,3,3,Frear
George 227 Makai DH,0,0,George Hall
George 227 Mauka DH,0,0,George Hall
Frear D 1209,1,1,Frear
Frear D 605,4,5,Frear
Frear D 409,3,4,Frear
Frear D 406B,2,2,Frear
Frear D 206B,0,0,Frear
Frear D 205,5,6,Frear
Frear D 709,1,1,Frear
Frear D 1009,0,0,Frear
Frear D 405,6,9,Frear
Frear D 108H,2,2,Frear
Frear Q 1223H,0,0,Frear
Frear Q 1127H,0,0,Frear
Frear Q 1227H,0,0,Frear
Frear Q 1123H,0,0,Frear
Frear Q 1023H,0,0,Frear
Frear Q 923H,0,0,Frear
Frear Q 1027H,0,0,Frear
Frear Q 927H,0,0,Frear
Frear Q 823H,0,0,Frear
Frear Q 827H,0,0,Frear
Frear Q 723H,0,0,Frear
Frear Q 727H,0,0,Frear
Frear Q 623H,3,4,Frear
Frear Q 527H,4,5,Frear
Frear Q 627H,4,4,Frear
Frear Q 523H,3,3,Frear
Frear Q 423H,4,5,Frear
Frear Q 427H,10,12,Frear
Frear Q 323H,4,8,Frear
Frear Q 327H,5,6,Frear
Frear Q 230,6,8,Frear
Frear D 103H,0,0,Frear
Frear D 109,0,0,Frear
Frear D 805,7,9,Frear
Frear D 609,0,1,Frear
Frear D 1005,0,0,Frear
Frear D 909,0,0,Frear
Frear D 1205,0,0,Frear
Frear D 1106B,0,0,Frear
Frear D 1206B,0,0,Frear
Frear D 906B,0,0,Frear
Frear D 706B,0,0,Frear
Frear D 806B,1,1,Frear
Frear D 606B,2,3,Frear
Frear D 1006B,0,0,Frear
Frear D 506B,0,0,Frear
Frear D 106B,0,0,Frear
Frear D 306B,1,2,Frear
Frear D 309,2,2,Frear
Frear Q 223H,5,8,Frear
Johnson Hall B Conference,4,6,Johnson
Frear Q 830,7,7,Frear
CBA G103 Makai,0,0,Shidler CBA
Dean Hall 2B,1,1,Dean Hall
Johnson Hall A 113,2,3,Johnson
Kahawai 3C,2,2,Hale Kahawai
Johnson Hall B 128,1,1,Johnson
Mokihana 1178,1,2,Mokihana
Sherman 233 Hallway,0,0,Sherman Laboratory
Sherman 115 Hallway,0,0,Sherman Laboratory
Sherman 106 Hallway,0,0,Sherman Laboratory
Sherman 222 Hallway,1,1,Sherman Laboratory
Sherman 237A Hallway,0,0,Sherman Laboratory
Sherman 215 Hallway,1,1,Sherman Laboratory
Sherman 103 Hallway,0,0,Sherman Laboratory
Sherman 111 Hallway,1,1,Sherman Laboratory
Sherman 228 Hallway,0,0,Sherman Laboratory
Sherman 207 Hallway,0,1,Sherman Laboratory
Sherman 202,0,0,Sherman Laboratory
Sherman 212 Hallway,0,1,Sherman Laboratory
Sherman 131 Hallway,0,0,Sherman Laboratory
Sherman 121 Hallway,0,0,Sherman Laboratory
Sherman 101 Hallway,0,1,Sherman Laboratory
Sherman 242 Hallway,0,0,Sherman Laboratory
Sherman 123 Hallway,1,1,Sherman Laboratory
Hemenway 211,0,1,Hemenway Hall
Hemenway 200,2,2,Hemenway Hall
Hemenway 201,0,0,Hemenway Hall
Miller 2,0,0,Miller Hall
ITC 301 Cubicle 331,1,1,ITC
ITC 115 Hallway,0,2,ITC
Life Science Exterior Makai-DH,1,2,Life Science Building
Life Science 201,0,0,Life Science Building
Life Science 101,0,0,Life Science Building
Life Science 115D,0,0,Life Science Building
Life Science 209A,2,5,Life Science Building
Life Science 227A,0,0,Life Science Building
Life Science 227D,0,0,Life Science Building
Life Science Exterior Makai-Ewa,0,0,Life Science Building
Life Science 225A,1,1,Life Science Building
Life Science 224,0,0,Life Science Building
Life Science 208,2,3,Life Science Building
Life Science 109B,0,0,Life Science Building
Life Science 221,2,2,Life Science Building
Life Science 313,0,0,Life Science Building
Life Science 318A,0,0,Life Science Building
ITC 103 Cubicle 1-SW5,0,0,ITC
Life Science 322,0,0,Life Science Building
Life Science 311,0,1,Life Science Building
Life Science 108,0,0,Life Science Building
Life Science 319B,0,0,Life Science Building
Life Science 114,0,0,Life Science Building
ITC 601 Cubicle 636,0,0,ITC
Life Science 305,1,3,Life Science Building
Life Science 322A,0,0,Life Science Building
Life Science 201A,0,0,Life Science Building
Life Science Exterior Makai-Middle,0,1,Life Science Building
ITC 601A,0,0,ITC
ITC 601F,0,0,ITC
Life Science 301 Mauka,0,0,Life Science Building
Life Science 202,0,0,Life Science Building
ITC 401 Cubicle 425,0,0,ITC
Life Science Exterior Ewa,0,1,Life Science Building
Life Science 205,0,0,Life Science Building
Life Science 109D,0,0,Life Science Building
Life Science 308,0,0,Life Science Building
Life Science 314 Makai,0,0,Life Science Building
Life Science 110,1,1,Life Science Building
Life Science 320,1,1,Life Science Building
Life Science 227G,0,0,Life Science Building
Life Science 319,0,0,Life Science Building
Life Science 115A,0,0,Life Science Building
Life Science 105,1,1,Life Science Building
Life Science 303A,2,2,Life Science Building
Life Science 101E,0,0,Life Science Building
Life Science 113,0,0,Life Science Building
Life Science 203B,1,1,Life Science Building
Life Science 112,0,0,Life Science Building
ITC 501 Cubicle 516,0,0,ITC
ITC 501C,0,0,ITC
ITC 108 Training,1,1,ITC
ITC 105A Conference,1,1,ITC
ITC DC-N13,3,3,ITC
ITC 601C,3,3,ITC
ITC DC-D08,0,0,ITC
ITC 101 Cubicle 114,0,1,ITC
ITC 601 Cubicle 625,0,0,ITC
ITC 401 Cubicle 402,0,0,ITC
ITC DC-J01,0,0,ITC
ITC 401C,1,1,ITC
ITC 301D,1,2,ITC
ITC 301 Cubicle 337,0,0,ITC
ITC 104 Project Room,0,0,ITC
ITC DC-F19,0,2,ITC
ITC 601 Cubicle 617,0,0,ITC
ITC 601 Cubicle 603,0,0,ITC
ITC 601 Cubicle 607,0,0,ITC
ITC 411 Cafe,1,2,ITC
ITC 030,0,0,ITC
ITC 301 Cubicle 3-SW3,1,1,ITC
ITC 210,5,6,ITC
Hemenway 101A,0,0,Hemenway Hall
Hemenway 212A,0,2,Hemenway Hall
Hemenway 214 Hallway,0,0,Hemenway Hall
Hemenway 233A,1,2,Hemenway Hall
Miller 10,0,0,Miller Hall
Miller 110,0,0,Miller Hall
Miller 208,0,0,Miller Hall
Hemenway 110,0,1,Hemenway Hall
Miller 201,1,1,Miller Hall
Miller 101 Mauka,0,0,Miller Hall
Hemenway 200D,0,0,Hemenway Hall
Hemenway 200C,0,0,Hemenway Hall
Miller 204,0,0,Miller Hall
Hemenway 204,1,2,Hemenway Hall
Miller 201G Hallway,1,1,Miller Hall
Hemenway 202EC,1,2,Hemenway Hall
Hemenway 215,0,0,Hemenway Hall
Miller 3,0,0,Miller Hall
Hemenway 200AAA,0,0,Hemenway Hall
Hemenway 220,1,1,Hemenway Hall
Miller 107,0,0,Miller Hall
Sinclair Basement Break Room,2,3,Sinclair Library
RecCtr C101 Mauka,0,0,Warrior Recreational Center
Bachman Annex 6,0,1,Bachman Hall
Sinclair 116,0,0,Sinclair Library
Sinclair 303 Music Collection,1,1,Sinclair Library
Miller 103,1,1,Miller Hall
Campus Center 208,1,1,Campus Center
RecCtr Gym Mauka2,0,0,Warrior Recreational Center
Bachman 209,2,2,Bachman Hall
Sinclair Basement 1H Hallway,0,0,Sinclair Library
Sinclair Basement 1L Hallway,0,0,Sinclair Library
Hemenway Bale (Courtyard),0,0,Hemenway Hall
Campus Center 300B Mauka,0,0,Campus Center
Bachman 202E,0,0,Bachman Hall
Bachman 201,1,1,Bachman Hall
Bachman 113,1,1,Bachman Hall
Bachman 109J,1,1,Bachman Hall
Bachman 204A,0,0,Bachman Hall
Bachman 102A,0,0,Bachman Hall
RecCtr Gym Mauka3,0,0,Warrior Recreational Center
Campus Center 202A-Exec Dine Hallway,0,0,Campus Center
RecCtr A109 Womens Locker Rm,0,0,Warrior Recreational Center
Sinclair Basement 1B,0,0,Sinclair Library
RecCtr Track Makai2,0,0,Warrior Recreational Center
Bachman 109H,2,2,Bachman Hall
Campus Center 208L Conf Rm,0,0,Campus Center
RecCtr 2nd Fl Fitness Rm Mauka/Ewa,0,1,Warrior Recreational Center
RecCtr Gym Ewa1,0,0,Warrior Recreational Center
Sinclair 107B,0,0,Sinclair Library
Bachman Annex 13 Rm 9,0,0,Bachman Hall
Sinclair 106,1,1,Sinclair Library
Sinclair 126 Hallway,0,0,Sinclair Library
Hemenway Bale (DH),0,0,Hemenway Hall
Sinclair Annex 2 RM 1,0,0,Sinclair Annexes
Campus Center 121 Bookstore DH Makai,2,2,Campus Center
Sinclair 304,0,0,Sinclair Library
RecCtr 2nd Fl Fitness Rm Makai/Ewa,1,1,Warrior Recreational Center
Sinclair Basement 1P Hallway,1,1,Sinclair Library
Sinclair 129,0,1,Sinclair Library
RecCtr A117 Laundry Rm,5,5,Warrior Recreational Center
RecCtr 1st Fl Fitness Rm Ewa,0,1,Warrior Recreational Center
RecCtr Track Mauka1,0,0,Warrior Recreational Center
Bookstore Warehouse Mauka,1,1,Admin Services/Bookstore Warehouse
StarBucks South Enclosure,0,0,Campus Center
RecCtr A101 Entrance,2,3,Warrior Recreational Center
RecCtr 2nd Fl Fitness Rm Makai,0,2,Warrior Recreational Center
RecCtr Gym Mauka1,0,0,Warrior Recreational Center
Dean Hall RM 9A,2,2,Dean Hall
Murakami 114,0,0,Murakami
Murakami 103A,0,0,Murakami
Murakami 103C,2,2,Murakami
Murakami 2nd Fl Mauka Bathroom,0,0,Murakami
Murakami 2nd Fl Makai Stairs,0,0,Murakami
Murakami 2nd Fl Makai Bathroom,0,0,Murakami
Murakami 2nd Fl Mauka Stairs,0,0,Murakami
Murakami 121C Academic Center,0,0,Murakami
Murakami 401 Press Box,0,1,Murakami
Murakami 303 Hospitality RM,0,0,Murakami
Murakami 201,0,0,Murakami
Murakami 106,0,0,Murakami
Anuenue Front Desk,0,0,Anuenue
Lower Campus 3 - 5,0,1,Lower Campus
PhyPlant193-1,1,4,Physical Plant
PhyPlant193-5 DH,2,4,Physical Plant
PhyPlant193 113 Hallway,0,1,Physical Plant
PhyPlant193 102A,1,1,Physical Plant
PhyPlant193 110 Hallway,1,1,Physical Plant
Laulima RLC Apt,2,2,Hale Laulima
PhyPlant193 101,2,2,Physical Plant
Dean Hall 202,0,0,Dean Hall
Temp KHET Studio,0,0,KHET Building
KHET M2 Hallway,1,1,KHET Building
Lehua Front Desk (105),0,0,Lehua
Lokelani 806A,0,0,Lokelani
KHET 101,0,0,KHET Building
St John 015,1,1,St. John
St John 011 Ewa,0,0,St. John
Lehua 1206A IDF,5,6,Lehua
Ilima 1206,1,1,Ilima
Ilima 1006,0,0,Ilima
Ilima 806,2,2,Ilima
Ilima 606,0,1,Ilima
Lokelani 1206A,2,2,Lokelani
Lokelani 1006A,1,1,Lokelani
Lokelani 606A,0,0,Lokelani
Lokelani 406A,1,2,Lokelani
Ilima 406,0,0,Ilima
Lehua 1006A,0,0,Lehua
Lehua 606A IDF,0,0,Lehua
Lehua 806A IDF,0,0,Lehua
Mokihana 1206,0,0,Mokihana
Mokihana 1006,1,2,Mokihana
Mokihana 806,0,1,Mokihana
Mokihana 606,0,0,Mokihana
Mokihana 406,3,4,Mokihana
Lehua 406A IDF,2,3,Lehua
Frear D 511X IDF,0,1,Frear
Frear Q 238X IDF,0,0,Frear
Frear Q 538X IDF,1,2,Frear
Frear D 211X IDF,2,2,Frear
Frear D 811X IDF,0,0,Frear
Frear Q 838X IDF,0,0,Frear
Frear D 1111X IDF,0,0,Frear
Frear Q 1138X IDF,0,0,Frear
CBA E402 Mauka,3,3,Shidler CBA
CBA E402 Makai,1,1,Shidler CBA
Biomed C105MC,0,0,Biomed
Biomed B102B,0,0,Biomed
Biomed B102C,0,0,Biomed
Biomed B102F,0,0,Biomed
Biomed B101 Hallway,0,0,Biomed
Biomed B204,0,0,Biomed
Biomed B207,0,0,Biomed
Biomed B209,0,0,Biomed
Biomed B206,0,0,Biomed
Biomed B205,0,1,Biomed
Biomed B103 Makai,0,0,Biomed
Biomed B208,0,0,Biomed
Biomed B210,0,0,Biomed
Biomed B104,1,1,Biomed
Biomed B107,2,2,Biomed
Biomed B203,0,0,Biomed
Biomed B101A Hallway,0,0,Biomed
Biomed B103 Ewa,0,0,Biomed
Transportation Portable 4,0,0,Transportation Portables
Biomed C105,0,0,Biomed
Biomed C107,0,0,Biomed
Biomed C210,0,0,Biomed
Biomed C201,0,0,Biomed
Biomed C104,0,0,Biomed
Biomed C206,0,0,Biomed
Biomed C203,1,2,Biomed
Biomed C208,0,0,Biomed
Biomed C105CA,0,0,Biomed
Biomed C105E,0,0,Biomed
Biomed C105G Hallway,0,0,Biomed
Biomed C106A,0,0,Biomed
Biomed C105J,0,0,Biomed
Biomed C207D Hallway,0,0,Biomed
Biomed C209,0,0,Biomed
Biomed C205,0,0,Biomed
Biomed C102,0,0,Biomed
Athletics 335,3,3,Athletics
Athletics 334 Hallway,1,1,Athletics
Athletics 361 Hallway,2,2,Athletics
Athletics 363 Hallway,1,2,Athletics
PhyPlant 193B - 2 Hallway,1,2,Physical Plant
PhyPlant 193B - 7 Hallway,0,2,Physical Plant
PhyPlant 193B - 1,1,2,Physical Plant
AgSci 105 Hallway,0,1,Ag. Science
Lokelani Front Desk (105),1,3,Lokelani
Mokihana Front Desk (105),1,2,Mokihana
HA Cafeteria Test,1,1,Hale Aloha Cafe
George 202,0,0,George Hall
CBA D102,0,0,Shidler CBA
Law School 132 Mauka,0,0,Law School
Ilima Front Desk (105),0,0,Ilima
St John 109,0,0,St. John
Athletics 136T,0,0,Athletics
Frear D 508H,6,8,Frear
Frear D 308H,3,3,Frear
Frear D 708H,3,3,Frear
Frear D 908H,0,0,Frear
Saunders 109,0,0,Saunders Hall
LowerCampus171F-123 Hallway,0,0,Building 171F
LowerCampus171F-101 Library,0,0,Building 171F
LowerCampus171F-117 Hallway,0,0,Building 171F
LowerCampus171F-111 Hallway,0,0,Building 171F
LowerCampus171F Lobby,0,1,Building 171F
LowerCampus171F-104 Hallway,0,0,Building 171F
LowerCampus171F-130 Hallway,0,0,Building 171F
Saunders 112,0,0,Saunders Hall
Saunders 114,0,0,Saunders Hall
Saunders 119,1,2,Saunders Hall
Saunders 107 Makai,0,0,Saunders Hall
Saunders 107 Mauka,1,2,Saunders Hall
Saunders 105,0,0,Saunders Hall
Saunders 107H,0,0,Saunders Hall
Saunders 107D,0,0,Saunders Hall
Saunders 116,0,1,Saunders Hall
Saunders 108,1,1,Saunders Hall
Lokelani 1164,4,6,Lokelani
PhyPlant195 203A,0,0,Physical Plant
Johnson Hall B 229,5,6,Johnson
Saunders 213,0,0,Saunders Hall
Saunders 229,0,0,Saunders Hall
Saunders 216,0,0,Saunders Hall
Dean Hall 4,0,0,Dean Hall
Saunders 238,0,0,Saunders Hall
Saunders 244,0,0,Saunders Hall
Saunders 333,0,0,Saunders Hall
Saunders 339,0,0,Saunders Hall
Saunders 243,0,0,Saunders Hall
CBA C101 Ewa,0,0,Shidler CBA
CBA C101 DH,0,0,Shidler CBA
Wainani F 702,4,6,Wainani
Wainani F 704,1,3,Wainani
Wainani F 705,2,3,Wainani
Wainani F 305,3,3,Wainani
Wainani F 304,2,3,Wainani
Wainani F 301,2,3,Wainani
Wainani F 303,6,6,Wainani
Wainani F 302,5,7,Wainani
Wainani F 203,2,3,Wainani
Wainani F 202,0,3,Wainani
Wainani F 205,2,3,Wainani
Wainani F 201,4,4,Wainani
Wainani F 204,1,1,Wainani
Wainani F 503,5,8,Wainani
Wainani F 504,0,0,Wainani
Wainani F 505,4,5,Wainani
Wainani F 501,3,3,Wainani
Wainani F 502,4,4,Wainani
Wainani F 605,5,5,Wainani
Wainani F 603,4,5,Wainani
Wainani F 604,2,2,Wainani
Wainani F 602,2,2,Wainani
Wainani F 601,0,0,Wainani
Wainani F 401,5,5,Wainani
Wainani F 402,4,6,Wainani
Wainani F 404,1,1,Wainani
Wainani F 403,2,3,Wainani
Wainani F 405,3,4,Wainani
Sinclair 301 DH Makai,1,2,Sinclair Library
Sinclair 301 Ewa Mauka,1,1,Sinclair Library
Sinclair 301 Ewa Makai,1,1,Sinclair Library
Laulima 424T,3,4,Hale Laulima
Laulima FDO,0,0,Hale Laulima
Pamoa A-2,4,5,Campus Security
Murakami 153,0,0,Murakami
Frear Q 427A,1,1,Frear
Frear 804B,0,2,Frear
Frear 301C,1,1,Frear
Laulima 112,1,1,Hale Laulima
Frear D 1001C,0,0,Frear
Kahawai 416,1,2,Hale Kahawai
Anuenue 310,0,0,Anuenue
Saunders 241,0,0,Saunders Hall
Saunders 240,0,0,Saunders Hall
Saunders 248,1,3,Saunders Hall
Saunders 205,0,0,Saunders Hall
Saunders 208,0,1,Saunders Hall
Saunders 247,1,1,Saunders Hall
Saunders 221,1,1,Saunders Hall
Saunders 211,0,0,Saunders Hall
Saunders 226,1,2,Saunders Hall
Saunders 232,0,0,Saunders Hall
Saunders 219,0,3,Saunders Hall
Saunders 223,2,2,Saunders Hall
Saunders 218,0,0,Saunders Hall
Saunders 247B,0,0,Saunders Hall
CBA D106 Ewa,0,0,Shidler CBA
CBA D103 Mauka,0,0,Shidler CBA
CBA D101 Mauka,0,0,Shidler CBA
CBA D104 DH,0,0,Shidler CBA
CBA D103 Makai,0,0,Shidler CBA
CBA D106 DH,0,0,Shidler CBA
CBA D104 Ewa,0,0,Shidler CBA
CBA D101 Makai,0,0,Shidler CBA
Saunders 342,0,0,Saunders Hall
Saunders 304,0,0,Saunders Hall
Saunders 346A,0,0,Saunders Hall
Saunders 345,0,0,Saunders Hall
Saunders 341,0,0,Saunders Hall
Saunders 337,0,0,Saunders Hall
Saunders 306,0,0,Saunders Hall
Saunders 309,0,0,Saunders Hall
Saunders 346C,0,1,Saunders Hall
Saunders 346,0,0,Saunders Hall
Saunders 326,0,0,Saunders Hall
Saunders 312,0,0,Saunders Hall
Saunders 315,0,0,Saunders Hall
Saunders 321,0,0,Saunders Hall
Saunders 317,0,0,Saunders Hall
Saunders 319,0,0,Saunders Hall
Saunders 324,1,1,Saunders Hall
Saunders 310,0,0,Saunders Hall
Athletics 241 Mauka Ewa,0,0,Athletics
Saunders 442,0,0,Saunders Hall
Saunders 415,0,0,Saunders Hall
Saunders 413,0,0,Saunders Hall
Saunders 411,0,0,Saunders Hall
Saunders 408,0,0,Saunders Hall
Saunders 405,0,0,Saunders Hall
Saunders 433,0,0,Saunders Hall
Saunders 417,1,1,Saunders Hall
Saunders 431,0,0,Saunders Hall
Saunders 422,0,0,Saunders Hall
Saunders 420,0,0,Saunders Hall
Saunders 425,0,0,Saunders Hall
Saunders 443,2,2,Saunders Hall
Saunders 441,0,0,Saunders Hall
Saunders 446,0,0,Saunders Hall
Saunders 445,0,0,Saunders Hall
Saunders 445B,0,0,Saunders Hall
Saunders 435,0,0,Saunders Hall
Saunders 542,0,0,Saunders Hall
Saunders 509,0,0,Saunders Hall
Saunders 542B,0,0,Saunders Hall
Saunders 539,0,0,Saunders Hall
Saunders 534A,0,0,Saunders Hall
Saunders 530,0,0,Saunders Hall
Saunders 540,0,0,Saunders Hall
Saunders 532,0,0,Saunders Hall
Saunders 528,0,0,Saunders Hall
Johnson Hall A 208,3,3,Johnson
Johnson Hall A 205,1,2,Johnson
Johnson Hall A 214,1,2,Johnson
Johnson Hall A 209,0,0,Johnson
Johnson Hall A 211,1,1,Johnson
Johnson Hall A 206,1,2,Johnson
Johnson Hall A 216,5,6,Johnson
Johnson Hall A 212,2,3,Johnson
Johnson Hall A 203,1,2,Johnson
Johnson Hall A 201,1,1,Johnson
Johnson Hall A 115,8,8,Johnson
Johnson Hall A 110,2,3,Johnson
Johnson Hall A 310,0,1,Johnson
Johnson Hall A 304,3,3,Johnson
Johnson Hall A 302,0,0,Johnson
Johnson Hall A 313,1,2,Johnson
Johnson Hall A 315,2,3,Johnson
Johnson Hall A 307,0,0,Johnson
Johnson Hall B 121,2,2,Johnson
Johnson Hall B 134,1,2,Johnson
Johnson Hall B 119,1,1,Johnson
Johnson Hall B 132,4,4,Johnson
Johnson Hall B 125,0,0,Johnson
Johnson Hall B 220,8,8,Johnson
Johnson Hall B 224,1,2,Johnson
Johnson Hall B 227,0,0,Johnson
Johnson Hall B 223,1,2,Johnson
Johnson Hall B 217,3,4,Johnson
Johnson Hall B 226,4,4,Johnson
Johnson Hall B 230,2,3,Johnson
Johnson Hall B 222,5,6,Johnson
Johnson Hall B 233,1,1,Johnson
Johnson Hall B 236,6,6,Johnson
Johnson Hall B 231,2,4,Johnson
Johnson Hall B 334,3,5,Johnson
Johnson Hall B 328,1,2,Johnson
Johnson Hall B 332,3,4,Johnson
Johnson Hall B 319,2,2,Johnson
Johnson Hall B 325,0,0,Johnson
Johnson Hall B 321,4,5,Johnson
Mokihana 480,3,6,Mokihana
Saunders 524,0,0,Saunders Hall
Saunders 514,0,0,Saunders Hall
Saunders 512,0,0,Saunders Hall
Saunders 523,0,0,Saunders Hall
Saunders 519,0,0,Saunders Hall
Saunders 517,0,0,Saunders Hall
Saunders 515,0,0,Saunders Hall
Saunders 510,0,0,Saunders Hall
Saunders 515C,1,1,Saunders Hall
Saunders 640,1,1,Saunders Hall
Saunders 636,0,0,Saunders Hall
Saunders 632,2,2,Saunders Hall
Saunders 634,0,0,Saunders Hall
Saunders 638,2,3,Saunders Hall
Saunders 605,0,0,Saunders Hall
Saunders 640C,1,3,Saunders Hall
Saunders 637,0,0,Saunders Hall
Saunders 631,1,1,Saunders Hall
Saunders 635,0,0,Saunders Hall
Saunders 633,0,0,Saunders Hall
Saunders 608,0,0,Saunders Hall
Saunders 613,0,0,Saunders Hall
Saunders 617,0,0,Saunders Hall
Saunders 624,0,0,Saunders Hall
Saunders 619,0,0,Saunders Hall
Saunders 627,1,1,Saunders Hall
Saunders 620,1,1,Saunders Hall
Saunders 616,0,0,Saunders Hall
Saunders 623,0,0,Saunders Hall
Saunders 611,0,0,Saunders Hall
Athletics 135A,0,0,Athletics
Athletics 136A,1,1,Athletics
Saunders 721E,0,0,Saunders Hall
Saunders 720,0,0,Saunders Hall
Saunders 713,0,0,Saunders Hall
Saunders 723,1,1,Saunders Hall
Saunders 712,0,0,Saunders Hall
Saunders 715,0,0,Saunders Hall
Saunders 721K,0,0,Saunders Hall
Saunders 722,0,0,Saunders Hall
Saunders 713C Hallway,0,0,Saunders Hall
Athletics 136 Lockers,0,0,Athletics
Athletics 136E Hallway,0,0,Athletics
Saunders 704D,0,0,Saunders Hall
Saunders 704,0,0,Saunders Hall
Saunders 708,0,0,Saunders Hall
Saunders 704I,0,0,Saunders Hall
Saunders 707,0,0,Saunders Hall
Saunders 721G,0,0,Saunders Hall
Athletics 136L,0,0,Athletics
Saunders 541,0,0,Saunders Hall
QLCSS 306,0,0,QLCSS
Saunders 704F,1,1,Saunders Hall
Makai Campus 11-6 (AFROTC),2,2,Makai Campus Portables
Lower Campus 1-2,0,1,Lower Campus
Lower Campus 2-7,2,3,Lower Campus
Makai Campus 12-1 (Army ROTC),0,0,Makai Campus Portables
Biomed C202,0,0,Biomed
Biomed B201,0,0,Biomed
AgSci 201 Hallway,0,1,Ag. Science
St John 618,0,0,St. John
Athletics Gym 1,0,1,Athletics
Temp Portables 115,2,2,Temporary Portables
Temp Portables 122,0,0,Temporary Portables
Temp Portables 105,5,7,Temporary Portables
Laulima 407,0,0,Hale Laulima
PhyPlant193 102,0,0,Physical Plant
CBA A102 Ewa Mauka,0,0,Shidler CBA
CBA A101 DH Mauka,0,0,Shidler CBA
CBA A101 Ewa Mauka,0,0,Shidler CBA
CBA A102 DH Makai,0,0,Shidler CBA
CBA A102 DH Mauka,0,0,Shidler CBA
CBA A102 Ewa Makai,1,1,Shidler CBA
CBA A101 Ewa Makai,1,1,Shidler CBA
CBA A101 DH Makai,0,0,Shidler CBA
AgEngineering 122 Ewa,0,0,Ag. Engineering
Biomed T509C,0,0,Biomed
Wainani I Lounge,0,4,Wainani
Dean Hall 6,1,1,Dean Hall
Maile Way 2,3,10,Maile Way Annex
Everly 226,0,0,Everly
Everly 223,0,1,Everly
Everly 225,0,0,Everly
Everly 222,0,0,Everly
Everly 221,0,1,Everly
Everly 224,0,0,Everly
Everly 227,0,0,Everly
College Hill Attic,0,0,College Hill
Frear Q 1232 Conference room,1,1,Frear
Architecture 210 Mauka,0,0,Architecture Bldg
Architecture 210 Makai,0,0,Architecture Bldg
Architecture 205B Makai DH,1,1,Architecture Bldg
Architecture 205B Mauka Ewa,2,2,Architecture Bldg
Architecture 214,0,0,Architecture Bldg
Architecture 205B Mauka DH,0,0,Architecture Bldg
Architecture 215,0,0,Architecture Bldg
Architecture 310,0,0,Architecture Bldg
Architecture 305,0,0,Architecture Bldg
Architecture 312 DH,0,0,Architecture Bldg
Architecture 312 Ewa,1,1,Architecture Bldg
Architecture 106,2,2,Architecture Bldg
Architecture 104,1,1,Architecture Bldg
Architecture 308 Mauka,0,0,Architecture Bldg
Architecture 302 Ewa,0,0,Architecture Bldg
Architecture 308 Makai,0,0,Architecture Bldg
Architecture 302 DH,0,0,Architecture Bldg
Architecture 309,0,0,Architecture Bldg
RecCtr 2nd Fl Fitness Rm Mauka/DH,1,1,Warrior Recreational Center
Bachman 205 Hallway,0,1,Bachman Hall
Campus Center 105-Stir Fresh,1,1,Campus Center
Bachman 110,0,0,Bachman Hall
RecCtr A103 Lobby,0,1,Warrior Recreational Center
BachAnx 11-2,0,1,Bachman Hall
Sinclair Basement 1X Hallway,0,0,Sinclair Library
Campus Center 121G (Bks Sales Office),1,1,Campus Center
Miller 11,0,0,Miller Hall
Sinclair Mezzanine 2,0,0,Sinclair Library
Sinclair 135,0,0,Sinclair Library
Sinclair Annex 2 RM 4D,0,1,Sinclair Annexes
Campus Center 313,0,0,Campus Center
Bachman Annex 13 Rm 1,0,0,Bachman Hall
RecCtr Track Mauka2,0,0,Warrior Recreational Center
Hemenway 107 DH,2,2,Hemenway Hall
Bachman Annex 12 Rm 6,0,0,Bachman Hall
Bachman Annex 9 Rm 6,0,0,Bachman Hall
Campus Center 316 Mauka,0,0,Campus Center
Campus Center Ballroom Mauka,0,0,Campus Center
Miller 7,1,1,Miller Hall
Campus Center 203B-Mtg RM-Ctr,2,3,Campus Center
Sinclair 310 AV Center DH,0,0,Sinclair Library
RecCtr Track Makai3,0,0,Warrior Recreational Center
